#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y6W5	uniprotkb:Q96F07	intact:EBI-4290615|uniprotkb:B4DZN0|uniprotkb:O60794|uniprotkb:Q9UDY7	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:wasf2_human(display_long)|uniprotkb:WASF2(gene name)|psi-mi:WASF2(display_short)|uniprotkb:WAVE2(gene name synonym)|uniprotkb:Protein WAVE-2(gene name synonym)|uniprotkb:Verprolin homology domain-containing protein 2(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Innocenti et al. (2004)	pubmed:15048123|mint:MINT-5216987	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7160648|mint:MINT-45985	intact-miscore:0.40
uniprotkb:Q8IZP0	uniprotkb:Q7L576	intact:EBI-375446|uniprotkb:A9Z1Y6|uniprotkb:Q5T2R3|uniprotkb:Q5T2R4|uniprotkb:Q5T2R6|uniprotkb:Q5T2R7|uniprotkb:B4DQ58|uniprotkb:O15147|uniprotkb:O76049|uniprotkb:O95060|uniprotkb:Q5W070|uniprotkb:Q5W072|uniprotkb:Q8TB63|uniprotkb:Q96S81|uniprotkb:Q9NXZ9|uniprotkb:Q9NYB8|uniprotkb:Q5T2R9|uniprotkb:B3KX62|uniprotkb:H7BXI6	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:abi1_human(display_long)|uniprotkb:ABI1(gene name)|psi-mi:ABI1(display_short)|uniprotkb:SSH3BP1(gene name synonym)|uniprotkb:Abelson interactor 1(gene name synonym)|uniprotkb:Spectrin SH3 domain-binding protein 1(gene name synonym)|uniprotkb:Eps8 SH3 domain-binding protein(gene name synonym)|uniprotkb:e3B1(gene name synonym)|uniprotkb:Nap1-binding protein(gene name synonym)|uniprotkb:Abl-binding protein 4(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Innocenti et al. (2004)	pubmed:15048123|mint:MINT-5216987	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7160735|mint:MINT-45994	intact-miscore:0.74
uniprotkb:Q04917	uniprotkb:Q7L576	intact:EBI-306940|intact:EBI-11759595	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:1433f_human(display_long)|uniprotkb:Protein AS1(gene name synonym)|uniprotkb:YWHAH(gene name)|psi-mi:YWHAH(display_short)|uniprotkb:YWHA1(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Brajenovic et al. (2004)	pubmed:14676191	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-307271	intact-miscore:0.35
uniprotkb:Q04917	uniprotkb:Q96F07	intact:EBI-306940|intact:EBI-11759595	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:1433f_human(display_long)|uniprotkb:Protein AS1(gene name synonym)|uniprotkb:YWHAH(gene name)|psi-mi:YWHAH(display_short)|uniprotkb:YWHA1(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Brajenovic et al. (2004)	pubmed:14676191	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-307271	intact-miscore:0.53
uniprotkb:Q96L34	uniprotkb:Q7L576	intact:EBI-302319|uniprotkb:Q96SQ2|uniprotkb:Q9BYD8|uniprotkb:Q96JG7|uniprotkb:Q8NG37	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:mark4_human(display_long)|uniprotkb:MARK4(gene name)|psi-mi:MARK4(display_short)|uniprotkb:KIAA1860(gene name synonym)|uniprotkb:MARKL1(gene name synonym)|uniprotkb:MAP/microtubule affinity-regulating kinase-like 1(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Brajenovic et al. (2004)	pubmed:14676191	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-354787	intact-miscore:0.35
uniprotkb:P63104	uniprotkb:Q7L576	intact:EBI-347088|uniprotkb:Q6P3U9|uniprotkb:Q86V33|uniprotkb:A8K1N0|uniprotkb:B7Z465|uniprotkb:P29213|uniprotkb:P29312|uniprotkb:Q32P43|uniprotkb:Q5XJ08|uniprotkb:Q6GPI2|uniprotkb:Q6IN74|uniprotkb:Q6NUR9	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:1433z_human(display_long)|uniprotkb:YWHAZ(gene name)|psi-mi:YWHAZ(display_short)|uniprotkb:Protein kinase C inhibitor protein 1(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Brajenovic et al. (2004)	pubmed:14676191	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2433948	intact-miscore:0.35
uniprotkb:P63104	uniprotkb:Q96F07	intact:EBI-347088|uniprotkb:Q6P3U9|uniprotkb:Q86V33|uniprotkb:A8K1N0|uniprotkb:B7Z465|uniprotkb:P29213|uniprotkb:P29312|uniprotkb:Q32P43|uniprotkb:Q5XJ08|uniprotkb:Q6GPI2|uniprotkb:Q6IN74|uniprotkb:Q6NUR9	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	psi-mi:1433z_human(display_long)|uniprotkb:YWHAZ(gene name)|psi-mi:YWHAZ(display_short)|uniprotkb:Protein kinase C inhibitor protein 1(gene name synonym)	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Brajenovic et al. (2004)	pubmed:14676191	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2433948	intact-miscore:0.35
uniprotkb:P62999	uniprotkb:Q9VF87	intact:EBI-7002659|uniprotkb:O95501|uniprotkb:Q9BTB4|uniprotkb:P15154|intact:MINT-93844	intact:EBI-116862|uniprotkb:Q6NP16|uniprotkb:Q8MR06	psi-mi:rac1_canlf(display_long)|uniprotkb:RAC1(gene name)|psi-mi:RAC1(display_short)|uniprotkb:p21-Rac1(gene name synonym)|uniprotkb:Rac2(gene name synonym)	psi-mi:cyfip_drome(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Sra-1(gene name)|psi-mi:Sra-1(display_short)|uniprotkb:Cyfip(gene name synonym)|uniprotkb:CG4931(orf name)	psi-mi:"MI:0096"(pull down)	Kobayashi et al. (1998)	mint:MINT-5221825|pubmed:9417078	taxid:9615(canlf)|taxid:9615("Canis familiaris (dog)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8671076|mint:MINT-15684	intact-miscore:0.51
uniprotkb:P60706	uniprotkb:Q9VF87	intact:EBI-8297650|intact:MINT-199239|uniprotkb:P70514|uniprotkb:Q11211|uniprotkb:P99021|uniprotkb:P02570|uniprotkb:Q64316	intact:EBI-116862|uniprotkb:Q6NP16|uniprotkb:Q8MR06	psi-mi:actb_chick(display_long)|uniprotkb:ACTB(gene name)|psi-mi:ACTB(display_short)|uniprotkb:Beta-actin(gene name synonym)	psi-mi:cyfip_drome(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Sra-1(gene name)|psi-mi:Sra-1(display_short)|uniprotkb:Cyfip(gene name synonym)|uniprotkb:CG4931(orf name)	psi-mi:"MI:0428"(imaging technique)	Kobayashi et al. (1998)	mint:MINT-5221825|pubmed:9417078	taxid:9031(chick)|taxid:9031("Gallus gallus (Chicken)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8671184|mint:MINT-14450	intact-miscore:0.32
uniprotkb:P62999	uniprotkb:Q9VF87	intact:EBI-7002659|uniprotkb:O95501|uniprotkb:Q9BTB4|uniprotkb:P15154|intact:MINT-93844	intact:EBI-116862|uniprotkb:Q6NP16|uniprotkb:Q8MR06	psi-mi:rac1_canlf(display_long)|uniprotkb:RAC1(gene name)|psi-mi:RAC1(display_short)|uniprotkb:p21-Rac1(gene name synonym)|uniprotkb:Rac2(gene name synonym)	psi-mi:cyfip_drome(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Sra-1(gene name)|psi-mi:Sra-1(display_short)|uniprotkb:Cyfip(gene name synonym)|uniprotkb:CG4931(orf name)	psi-mi:"MI:0428"(imaging technique)	Kobayashi et al. (1998)	mint:MINT-5221825|pubmed:9417078	taxid:9615(canlf)|taxid:9615("Canis familiaris (dog)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8671132|mint:MINT-15683	intact-miscore:0.51
uniprotkb:P0DP25	uniprotkb:Q7TMB8	intact:EBI-397435|uniprotkb:Q96HK3|uniprotkb:P0DP24|uniprotkb:P0DP23|uniprotkb:P62158|uniprotkb:P02593|uniprotkb:P70667|uniprotkb:P99014|uniprotkb:Q13942|uniprotkb:Q53S29|uniprotkb:Q61379|uniprotkb:Q61380	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:calm_human(display_long)|uniprotkb:CALML2(gene name synonym)|uniprotkb:CALM1(gene name)|psi-mi:CALM1(display_short)|uniprotkb:CALM(gene name synonym)|uniprotkb:CAM(gene name synonym)|uniprotkb:CAM1(gene name synonym)|uniprotkb:CALM2(gene name)|psi-mi:CALM2(display_short)|uniprotkb:CAMB(gene name synonym)|uniprotkb:CALM3(gene name)|psi-mi:CALM3(display_short)|uniprotkb:CAM3(gene name synonym)|uniprotkb:CAMC(gene name synonym)|uniprotkb:CAMIII(gene name synonym)|uniprotkb:CAM2(gene name synonym)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Berggard et al. (2006)	pubmed:16512683|imex:IM-19867	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-911456|imex:IM-19867-1	intact-miscore:0.35
uniprotkb:Q06787	uniprotkb:Q7TMB8	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649150|imex:IM-16871-1	intact-miscore:0.37
uniprotkb:Q06787	uniprotkb:Q7L576	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0096"(pull down)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649503|imex:IM-16871-2	intact-miscore:0.49
uniprotkb:Q96F07	uniprotkb:Q7L576	intact:EBI-2433893|uniprotkb:A6NLT2|uniprotkb:Q53EN5|uniprotkb:Q9NTK4|uniprotkb:Q9ULQ2|uniprotkb:Q9UN29|uniprotkb:D3DQJ3	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:cyfp2_human(display_long)|uniprotkb:CYFIP2(gene name)|psi-mi:CYFIP2(display_short)|uniprotkb:KIAA1168(gene name synonym)|uniprotkb:PIR121(gene name synonym)|uniprotkb:p53-inducible protein 121(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3649667|imex:IM-16871-6	intact-miscore:0.27
uniprotkb:Q06787	uniprotkb:Q7TMB8	intact:EBI-366305|uniprotkb:Q99054|uniprotkb:D3DWT0|uniprotkb:D3DWT1|uniprotkb:D3DWT2|uniprotkb:G8JL90|uniprotkb:A6NNH4|uniprotkb:Q5PQZ6|uniprotkb:Q16578	intact:EBI-772928|uniprotkb:Q3U7Q7|uniprotkb:Q5DU50|uniprotkb:Q7TSZ5|uniprotkb:Q80VN6|uniprotkb:Q8CE85|uniprotkb:Q99LY1|uniprotkb:O88558	psi-mi:fmr1_human(display_long)|uniprotkb:Fragile X mental retardation protein 1(gene name synonym)|uniprotkb:FMR1(gene name)|psi-mi:FMR1(display_short)	psi-mi:cyfp1_mouse(display_long)|uniprotkb:Kiaa0068(gene name synonym)|uniprotkb:Sra1(gene name synonym)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:Cyfip1(gene name)|psi-mi:Cyfip1(display_short)|uniprotkb:Shyc(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Schenck et al. (2001)	pubmed:11438699|imex:IM-16871|mint:MINT-5214235	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3650264|imex:IM-16871-7	intact-miscore:0.37
uniprotkb:O60333-2	uniprotkb:Q7L576	intact:EBI-10975473	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:o60333-2(display_long)|uniprotkb:KIF1B(gene name)|psi-mi:KIF1B(display_short)|uniprotkb:KIAA0591(gene name synonym)|uniprotkb:KIAA1448(gene name synonym)|uniprotkb:Beta(isoform synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25915439|imex:IM-28217-28475	intact-miscore:0.56
uniprotkb:P01023	uniprotkb:Q7L576	intact:EBI-640741|uniprotkb:Q68DN2|uniprotkb:Q6PIY3|uniprotkb:Q6PN97|uniprotkb:Q13677|uniprotkb:Q59F47|uniprotkb:Q5QTS0	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:a2mg_human(display_long)|uniprotkb:FWP007(orf name)|uniprotkb:CPAMD5(gene name synonym)|uniprotkb:C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5(gene name synonym)|uniprotkb:A2M(gene name)|psi-mi:A2M(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25987714|imex:IM-28217-35769	intact-miscore:0.56
uniprotkb:Q7Z699	uniprotkb:Q7L576	intact:EBI-5235340|uniprotkb:B2RPJ8|uniprotkb:Q05D53|uniprotkb:Q8N256	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:spre1_human(display_long)|uniprotkb:SPRED1(gene name)|psi-mi:SPRED1(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25931793|imex:IM-28217-31089	intact-miscore:0.56
uniprotkb:P51608	uniprotkb:Q7L576	intact:EBI-1189067|uniprotkb:O15233|uniprotkb:Q6QHH9|uniprotkb:Q7Z384|dip:DIP-39983N	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:mecp2_human(display_long)|uniprotkb:MECP2(gene name)|psi-mi:MECP2(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26031581|imex:IM-28217-1545	intact-miscore:0.56
uniprotkb:P07196	uniprotkb:Q7L576	intact:EBI-475646|uniprotkb:Q16154|uniprotkb:B9ZVN2|uniprotkb:Q8IU72	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:nfl_human(display_long)|uniprotkb:Neurofilament triplet L protein(gene name synonym)|uniprotkb:68 kDa neurofilament protein(gene name synonym)|uniprotkb:NEFL(gene name)|psi-mi:NEFL(display_short)|uniprotkb:NF68(gene name synonym)|uniprotkb:NFL(gene name synonym)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0398"(two hybrid pooling approach)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26033176|imex:IM-28217-1661	intact-miscore:0.56
uniprotkb:P51608	uniprotkb:Q7L576	intact:EBI-1189067|uniprotkb:O15233|uniprotkb:Q6QHH9|uniprotkb:Q7Z384|dip:DIP-39983N	intact:EBI-1048143|uniprotkb:A8K6D9|dip:DIP-38873N|uniprotkb:Q14467|uniprotkb:Q5IED0|uniprotkb:Q6ZSX1|uniprotkb:Q9BSD9|uniprotkb:Q9BVC7	psi-mi:mecp2_human(display_long)|uniprotkb:MECP2(gene name)|psi-mi:MECP2(display_short)	psi-mi:cyfp1_human(display_long)|uniprotkb:Specifically Rac1-associated protein 1(gene name synonym)|uniprotkb:p140sra-1(gene name synonym)|uniprotkb:CYFIP1(gene name)|psi-mi:CYFIP1(display_short)|uniprotkb:KIAA0068(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25875938|imex:IM-28217-65523	intact-miscore:0.56
